AÑO,O,D,OPERACIÓN,TIPO DE CARGA,PRODUCTO,CARGA (TON/AÑO),ORIGEN_PROVINCIA,DESTINO_PROVINCIA,ORIGEN_REGION,DESTINO_REGION
2013,6,18,Importación,NO CONTENEDOR,Productos químicos,"97,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,18,Importación,CONTENEDOR,Materiales de Construcción,15.134,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,18,Importación,NO CONTENEDOR,Materiales de Construcción,"11.665,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,19,Importación,CONTENEDOR,Alimentos y bebidas,"2.671,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,19,Importación,NO CONTENEDOR,Alimentos y bebidas,"2,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,19,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.223,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,19,Importación,CONTENEDOR,Manufacturas,"27.124,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,19,Importación,NO CONTENEDOR,Manufacturas,"665,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,19,Importación,CONTENEDOR,Materiales de Construcción,"10.529,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,19,Importación,NO CONTENEDOR,Materiales de Construcción,"2.167,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,20,Importación,CONTENEDOR,Cobre y minerales metálicos,"1.758,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,20,Importación,NO CONTENEDOR,Cobre y minerales metálicos,"0,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,20,Importación,CONTENEDOR,Maquinarias y vehículos,"3.243,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,20,Importación,NO CONTENEDOR,Maquinarias y vehículos,"265,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,20,Importación,CONTENEDOR,Materiales de Construcción,"3.413,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,20,Importación,NO CONTENEDOR,Materiales de Construcción,8.153,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,CONTENEDOR,Alimentos y bebidas,"7.895,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,NO CONTENEDOR,Alimentos y bebidas,"7,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.140,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"10,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,CONTENEDOR,Otros productos,"10.967,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,NO CONTENEDOR,Otros productos,"491,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,CONTENEDOR,Manufacturas,"47.047,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,NO CONTENEDOR,Manufacturas,"613,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,CONTENEDOR,Maquinarias y vehículos,"6.852,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,NO CONTENEDOR,Maquinarias y vehículos,"527,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,CONTENEDOR,Productos químicos,"2.233,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,NO CONTENEDOR,Productos químicos,"5.878,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,CONTENEDOR,Materiales de Construcción,"21.866,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,21,Importación,NO CONTENEDOR,Materiales de Construcción,"3.199,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,CONTENEDOR,Alimentos y bebidas,"10.667,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,NO CONTENEDOR,Alimentos y bebidas,"13,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,CONTENEDOR,Frutas,"1.942,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,NO CONTENEDOR,Frutas,"1,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.198,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"10,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,CONTENEDOR,Otros productos,"8.322,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,NO CONTENEDOR,Otros productos,"436,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,CONTENEDOR,Manufacturas,"13.645,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,NO CONTENEDOR,Manufacturas,"147,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,CONTENEDOR,Productos químicos,"32.090,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,NO CONTENEDOR,Productos químicos,"6.144,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,CONTENEDOR,Materiales de Construcción,"19.733,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,22,Importación,NO CONTENEDOR,Materiales de Construcción,"5.571,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,CONTENEDOR,Frutas,"965,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,NO CONTENEDOR,Frutas,"0,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,CONTENEDOR,Carne y pesca,"2.752,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,NO CONTENEDOR,Carne y pesca,"14,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,CONTENEDOR,Otros productos,"13.795,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,NO CONTENEDOR,Otros productos,"722,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,CONTENEDOR,Manufacturas,"20.317,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,NO CONTENEDOR,Manufacturas,"294,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,CONTENEDOR,Maquinarias y vehículos,"3.451,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,NO CONTENEDOR,Maquinarias y vehículos,"282,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,CONTENEDOR,Materiales de Construcción,"5.044,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,23,Importación,NO CONTENEDOR,Materiales de Construcción,"39,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,CONTENEDOR,Alimentos y bebidas,"7.751,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,NO CONTENEDOR,Alimentos y bebidas,"7,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,CONTENEDOR,Frutas,"940,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,NO CONTENEDOR,Frutas,"0,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.084,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,CONTENEDOR,Otros productos,"8.114,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,NO CONTENEDOR,Otros productos,"221,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,CONTENEDOR,Manufacturas,"16.446,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,NO CONTENEDOR,Manufacturas,"306,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,CONTENEDOR,Materiales de Construcción,9.825,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,24,Importación,NO CONTENEDOR,Materiales de Construcción,"74,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,CONTENEDOR,Alimentos y bebidas,"2.683,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,NO CONTENEDOR,Alimentos y bebidas,"1,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,CONTENEDOR,Otros productos,"2.787,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,NO CONTENEDOR,Otros productos,"146,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,CONTENEDOR,Manufacturas,"34.070,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,NO CONTENEDOR,Manufacturas,"758,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,CONTENEDOR,Maquinarias y vehículos,"21.826,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,NO CONTENEDOR,Maquinarias y vehículos,"12.540,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,CONTENEDOR,Productos químicos,"2.275,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,NO CONTENEDOR,Productos químicos,5.989,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,CONTENEDOR,Materiales de Construcción,"11.294,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,25,Importación,NO CONTENEDOR,Materiales de Construcción,"6.387,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,CONTENEDOR,Alimentos y bebidas,"2.680,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,NO CONTENEDOR,Alimentos y bebidas,"2,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,CONTENEDOR,Cobre y minerales metálicos,"1.889,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,NO CONTENEDOR,Cobre y minerales metálicos,"0,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,CONTENEDOR,Otros productos,8.402,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,NO CONTENEDOR,Otros productos,"284,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,CONTENEDOR,Manufacturas,"3.424,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,NO CONTENEDOR,Manufacturas,"39,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,CONTENEDOR,Maquinarias y vehículos,10.116,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,NO CONTENEDOR,Maquinarias y vehículos,"2.241,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,CONTENEDOR,Materiales de Construcción,"32.808,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,26,Importación,NO CONTENEDOR,Materiales de Construcción,"12.810,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,CONTENEDOR,Alimentos y bebidas,"2.689,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,NO CONTENEDOR,Alimentos y bebidas,"3,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,CONTENEDOR,Otros productos,"5.620,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,NO CONTENEDOR,Otros productos,"209,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,CONTENEDOR,Manufacturas,"13.747,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,NO CONTENEDOR,Manufacturas,"182,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,CONTENEDOR,Maquinarias y vehículos,"3.500,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,NO CONTENEDOR,Maquinarias y vehículos,"286,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,CONTENEDOR,Materiales de Construcción,"8.393,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,27,Importación,NO CONTENEDOR,Materiales de Construcción,"4.299,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,CONTENEDOR,Alimentos y bebidas,"17.679,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,NO CONTENEDOR,Alimentos y bebidas,"6,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,CONTENEDOR,Otros productos silvoagropecuarios,3.989,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,CONTENEDOR,Otros productos,"10.514,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,NO CONTENEDOR,Otros productos,"471,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,CONTENEDOR,Manufacturas,"32.087,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,NO CONTENEDOR,Manufacturas,"662,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,CONTENEDOR,Maquinarias y vehículos,"4.553,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,NO CONTENEDOR,Maquinarias y vehículos,"49.771,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,CONTENEDOR,Productos químicos,"12.846,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,NO CONTENEDOR,Productos químicos,33.813,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,CONTENEDOR,Materiales de Construcción,"38.830,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,28,Importación,NO CONTENEDOR,Materiales de Construcción,"126.822,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,CONTENEDOR,Alimentos y bebidas,"2.713,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,NO CONTENEDOR,Alimentos y bebidas,"3,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,CONTENEDOR,Otros productos,"2.823,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,NO CONTENEDOR,Otros productos,"147,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,CONTENEDOR,Manufacturas,6.873,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,NO CONTENEDOR,Manufacturas,"207,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,CONTENEDOR,Maquinarias y vehículos,"901,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,NO CONTENEDOR,Maquinarias y vehículos,"11.034,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,CONTENEDOR,Productos químicos,"14.675,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,NO CONTENEDOR,Productos químicos,12.234,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,CONTENEDOR,Materiales de Construcción,"5.164,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,29,Importación,NO CONTENEDOR,Materiales de Construcción,"38,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,CONTENEDOR,Alimentos y bebidas,2.673,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,CONTENEDOR,Otros productos,"2.774,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,NO CONTENEDOR,Otros productos,"145,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,CONTENEDOR,Manufacturas,6.734,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,NO CONTENEDOR,Manufacturas,"239,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,CONTENEDOR,Productos químicos,"2.264,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,NO CONTENEDOR,Productos químicos,"5.960,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,CONTENEDOR,Materiales de Construcción,"5.063,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,30,Importación,NO CONTENEDOR,Materiales de Construcción,"48,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Alimentos y bebidas,"21.364,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Alimentos y bebidas,21,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Frutas,"971,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Frutas,"0,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"16.868,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"10,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Carne y pesca,"2.769,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Carne y pesca,"14,9",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Otros productos,"25.041,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Otros productos,"1.115,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Manufacturas,"64.632,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Manufacturas,"1.140,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Maquinarias y vehículos,12.208,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Maquinarias y vehículos,"22.487,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Productos químicos,"39.972,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Productos químicos,"112,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,CONTENEDOR,Materiales de Construcción,"24.311,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,31,Importación,NO CONTENEDOR,Materiales de Construcción,"6.106,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,CONTENEDOR,Alimentos y bebidas,"7.835,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,NO CONTENEDOR,Alimentos y bebidas,"5,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"8.214,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"21,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,CONTENEDOR,Otros productos,"5.450,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,NO CONTENEDOR,Otros productos,203,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,CONTENEDOR,Manufacturas,"33.151,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,NO CONTENEDOR,Manufacturas,"774,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,CONTENEDOR,Maquinarias y vehículos,35.692,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,NO CONTENEDOR,Maquinarias y vehículos,"23.938,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,CONTENEDOR,Productos químicos,"9.676,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,NO CONTENEDOR,Productos químicos,"98,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,CONTENEDOR,Materiales de Construcción,15.653,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,32,Importación,NO CONTENEDOR,Materiales de Construcción,"8.937,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,CONTENEDOR,Alimentos y bebidas,"2.623,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,NO CONTENEDOR,Alimentos y bebidas,"2,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,CONTENEDOR,Otros productos,"10.929,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,NO CONTENEDOR,Otros productos,"489,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,CONTENEDOR,Manufacturas,"6.670,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,NO CONTENEDOR,Manufacturas,"138,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,CONTENEDOR,Maquinarias y vehículos,"3.418,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,NO CONTENEDOR,Maquinarias y vehículos,"246,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,CONTENEDOR,Materiales de Construcción,"6.093,2",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,33,Importación,NO CONTENEDOR,Materiales de Construcción,"8.579,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,34,Importación,CONTENEDOR,Alimentos y bebidas,"2.638,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,34,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.164,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,34,Importación,CONTENEDOR,Manufacturas,"11.983,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,34,Importación,NO CONTENEDOR,Manufacturas,"2.920,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,34,Importación,CONTENEDOR,Maquinarias y vehículos,"5.174,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,34,Importación,NO CONTENEDOR,Maquinarias y vehículos,"21.684,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,34,Importación,CONTENEDOR,Materiales de Construcción,"7.508,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,34,Importación,NO CONTENEDOR,Materiales de Construcción,"60,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,CONTENEDOR,Otros productos silvoagropecuarios,12.569,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,CONTENEDOR,Otros productos,"5.556,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,NO CONTENEDOR,Otros productos,"123,4",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,CONTENEDOR,Manufacturas,"6.711,1",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,NO CONTENEDOR,Manufacturas,"193,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,CONTENEDOR,Maquinarias y vehículos,"13.799,6",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,NO CONTENEDOR,Maquinarias y vehículos,"1.062,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,CONTENEDOR,Productos químicos,"2.248,8",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,NO CONTENEDOR,Productos químicos,5.919,Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,CONTENEDOR,Materiales de Construcción,"7.582,5",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,35,Importación,NO CONTENEDOR,Materiales de Construcción,"33,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,37,Importación,CONTENEDOR,Alimentos y bebidas,"2.662,3",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,37,Importación,NO CONTENEDOR,Alimentos y bebidas,"1,7",Valparaíso,Santiago,Valparaíso,Santiago
2013,6,37,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.206,7",Valparaíso,Santiago,Valparaíso,Santiago
